sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	TAM	Voice	head_inflection	head_stem	karka Relation
3157	5	को	को	psp	-	-	-	-	-	-	-	दिल्ली	दिल्ली	lwg__psp
3157	6	पूर्ण	पूर्ण	adj	any	any	-	o	-	-	-	राज्य	राज्य	nmod__adj
3157	7	राज्य	राज्य	n	m	sg	3	o	0_का	0	-	दर्जा	दर्जा	r6
3157	8	का	का	psp	m	sg	-	d	-	-	-	राज्य	राज्य	lwg__psp
3157	9	दर्जा	दर्जा	n	m	sg	3	d	0	0	-	मिलना	मिल	k2
3157	10	मिलना	मिल	v	m	any	any	-	ना_चाहिए	nA	active	ROOT	ROOT	main
3157	11	चाहिए	चाहिए	v	any	any	any	-	0	0	-	मिलना	मिल	lwg__vaux
3157	12	।	।	punc	-	-	-	-	-	-	-	मिलना	मिल	rsym
3158	1	केंद्र	केंद्र	n	m	sg	3	o	0_में	0	-	देने	दे	k7
3158	2	में	में	psp	-	-	-	-	-	-	-	केंद्र	केंद्र	lwg__psp
3158	3	एनडीए	एनडीए	n	m	sg	3	o	0_का	0	-	सरकार	सरकार	r6
3158	4	की	का	psp	f	sg	-	o	-	-	-	एनडीए	एनडीए	lwg__psp
3158	5	वाजपेयी	वाजपेयी	n	m	sg	3	d	0	0	-	सरकार	सरकार	nmod__adj
3158	6	सरकार	सरकार	n	f	sg	3	o	0_द्वारा	0	-	देने	दे	k1
3158	7	द्वारा	द्वारा	psp	-	-	-	-	-	-	-	सरकार	सरकार	lwg__psp
3158	8	दिल्ली	दिल्ली	n	f	sg	3	o	0_को	0	-	देने	दे	k4
3158	9	को	को	psp	-	-	-	-	-	-	-	दिल्ली	दिल्ली	lwg__psp
3158	10	पूर्ण	पूर्ण	adj	any	any	-	o	-	-	-	राज्य	राज्य	nmod__adj
3158	11	राज्य	राज्य	n	m	sg	3	o	0_का	0	-	दर्जा	दर्जा	r6-k2
3158	12	का	का	psp	m	sg	-	d	-	-	-	राज्य	राज्य	lwg__psp
3158	13	दर्जा	दर्जा	n	m	sg	3	d	0	0	-	देने	दे	pof
3158	14	देने	दे	v	any	any	any	o	ना_संबधी	nA	-	बिल	बिल	nmod
3158	15	संबधी	संबधी	adj	any	any	-	d	-	-	-	देने	दे	lwg__psp
3158	16	बिल	बिल	n	m	sg	3	d	0	0	-	जो	जो	rs
3158	17	जो	जो	pn	any	sg	3	d	0	0	-	हुआ	हो	k2
3158	18	संसद	संसद	n	f	sg	3	o	0_में	0	-	हुआ	हो	k7p
3158	19	में	में	psp	-	-	-	-	-	-	-	संसद	संसद	lwg__psp
3158	20	पेश	पेश	adj	any	any	-	-	-	-	-	हुआ	हो	pof
3158	21	हुआ	हो	v	m	sg	3	-	या_है	yA	active	उसे	वह	nmod__relc
3158	22	है	है	v	any	sg	3	-	है	hE	-	हुआ	हो	lwg__vaux
3158	23	,	COMMA	punc	-	-	-	-	-	-	-	हुआ	हो	rsym
3158	24	उसे	वह	pn	any	sg	3	o	को	ko	-	मिलनी	मिल	k4
3158	25	स्वीकृति	स्वीकृति	n	f	sg	3	d	0	0	-	मिलनी	मिल	k2
3158	26	मिलनी	मिल	v	f	any	any	-	ना_चाहिए	nA	active	ROOT	ROOT	main
3158	27	चाहिए	चाहिए	v	any	any	any	-	0	0	-	मिलनी	मिल	lwg__vaux
3158	28	।	।	punc	-	-	-	-	-	-	-	मिलनी	मिल	rsym
3159	1	दागी	दागी	adj	any	any	-	o	-	-	-	मंत्रियों	मंत्री	nmod__adj
3159	2	मंत्रियों	मंत्री	n	m	pl	3	o	0_का	0	-	मामले	मामला	r6
3159	3	के	का	psp	m	sg	-	o	-	-	-	मंत्रियों	मंत्री	lwg__psp
3159	4	मामले	मामला	n	m	sg	3	o	0_पर	0	-	अपनाया	अपना	k7
3159	5	पर	पर	psp	-	-	-	-	-	-	-	मामले	मामला	lwg__psp
3159	6	भाजपा	भाजपा	n	f	sg	3	o	0_का	0	-	अगुआई	अगुआई	r6
3159	7	की	का	psp	f	sg	-	o	-	-	-	भाजपा	भाजपा	lwg__psp
3159	8	अगुआई	अगुआई	n	f	sg	3	o	0_में	0	-	अपनाया	अपना	k7
3159	9	में	में	psp	-	-	-	-	-	-	-	अगुआई	अगुआई	lwg__psp
3159	10	विपक्ष	विपक्ष	n	m	sg	3	o	0_ने	0	-	अपनाया	अपना	k1
3159	11	ने	ने	psp	-	-	-	-	-	-	-	विपक्ष	विपक्ष	lwg__psp
3159	12	मंगलवार	मंगलवार	n	m	sg	3	o	0_को	0	-	अपनाया	अपना	k7t
3159	13	को	को	psp	-	-	-	-	-	-	-	मंगलवार	मंगलवार	lwg__psp
3159	14	संसद	संसद	n	m	sg	3	o	0_का	0	-	सदनों	सदन	r6
3159	15	के	का	psp	m	pl	-	o	-	-	-	संसद	संसद	lwg__psp
3159	16	दोनों	दो	num	any	pl	-	any	-	-	-	सदनों	सदन	nmod__adj
3159	17	सदनों	सदन	n	m	pl	3	o	0_में	0	-	अपनाया	अपना	k7p
3159	18	में	में	psp	-	-	-	-	-	-	-	सदनों	सदन	lwg__psp
3159	19	हमलावर	हमलावर	n	m	sg	3	o	0_जैसा	0	-	अपनाया	अपना	adv
3159	20	जैसा	जैसा	psp	m	sg	-	d	-	-	-	हमलावर	हमलावर	lwg__psp
3159	21	रुख	रुख	n	m	sg	3	d	0	0	-	अपनाया	अपना	pof
3159	22	अपनाया	अपना	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
3159	23	।	।	punc	-	-	-	-	-	-	-	अपनाया	अपना	rsym
3160	1	सत्तापक्ष	सत्तापक्ष	n	m	sg	3	o	0_ने	0	-	संभाला	संभाल	k1
3160	2	ने	ने	psp	-	-	-	-	-	-	-	सत्तापक्ष	सत्तापक्ष	lwg__psp
3160	3	भी	भी	avy	-	-	-	-	-	-	-	सत्तापक्ष	सत्तापक्ष	lwg__rp
3160	4	खूब	खूब	avy	-	-	-	-	-	-	-	मोर्चा	मोर्चा	nmod__adj
3160	5	मोर्चा	मोर्चा	n	m	sg	3	d	0	0	-	संभाला	संभाल	k2
3160	6	संभाला	संभाल	v	any	any	any	-	या	yA	active	ROOT	ROOT	main
3160	7	।	।	punc	-	-	-	-	-	-	-	संभाला	संभाल	rsym
3161	1	हंगामे	हंगामा	n	m	sg	3	o	0_के_कारण	0	-	चल	चल	rh
3161	2	के	के	psp	m	-	-	o	-	-	-	हंगामे	हंगामा	lwg__psp
3161	3	कारण	कारण	n	m	-	-	o	-	-	-	हंगामे	हंगामा	lwg__psp
3161	4	आज	आज	n	m	sg	3	d	0	0	-	चल	चल	k7t
3161	5	कार्यवाही	कार्यवाही	n	f	sg	3	d	0	0	-	चल	चल	k1
3161	6	नहीं	नहीं	avy	-	-	-	-	-	-	-	चल	चल	lwg__neg
3161	7	चल	चल	v	any	sg	any	-	0_सक+या	0	active	ROOT	ROOT	main
3161	8	सकी	सक	v	f	sg	any	-	या	yA	-	चल	चल	lwg__vaux
3161	9	।	।	punc	-	-	-	-	-	-	-	चल	चल	rsym
3162	1	जहां	जहाँ	adv	-	-	-	-	-	-	-	कर	कर	sent-adv
3162	2	राज्यसभा	राज्यसभा	n	f	sg	3	o	0_में	0	-	कर	कर	k7p
3162	3	में	में	psp	-	-	-	-	-	-	-	राज्यसभा	राज्यसभा	lwg__psp
3162	4	सुबह	सुबह	n	f	sg	3	d	0	0	-	कर	कर	k7t
3162	5	शोरशराबे	शोरशराबा	n	m	sg	3	o	0_के_बाद	0	-	कर	कर	k7t
3162	6	के	के	psp	-	-	-	-	-	-	-	शोरशराबे	शोरशराबा	lwg__psp
3162	7	बाद	बाद	nst	m	sg	3	d	-	-	-	शोरशराबे	शोरशराबा	lwg__psp
3162	8	दिन	दिन	n	m	sg	3	o	0_के_लिए	0	-	कर	कर	k7t
3162	9	भर	भर	avy	-	-	-	-	-	-	-	दिन	दिन	lwg__rp
3162	10	के	के	psp	-	-	-	-	-	-	-	दिन	दिन	lwg__psp
3162	11	लिए	लिए	psp	-	-	-	-	-	-	-	दिन	दिन	lwg__psp
3162	12	कार्यवाही	कार्यवाही	n	f	sg	3	d	0	0	-	कर	कर	k2
3162	13	स्थगित	स्थगित	adj	any	any	-	-	-	-	-	कर	कर	pof
3162	14	कर	कर	v	f	sg	any	-	0_दे+या_जा+या१	0	active	वहीं	वहीं	rbmod__relc
3162	15	दी	दे	v	f	sg	any	-	या	yA	-	कर	कर	lwg__vaux
3162	16	गई	जा	v	f	sg	any	-	या१	yA1	-	दी	दे	lwg__vaux_cont
3162	17	वहीं	वहीं	adv	-	-	-	-	-	-	-	करना	कर	sent-adv
3162	18	लोकसभा	लोकसभा	n	f	sg	3	o	0_में	0	-	करना	कर	k7p
3162	19	में	में	psp	-	-	-	-	-	-	-	लोकसभा	लोकसभा	lwg__psp
3162	20	दो	दो	num	any	any	-	any	-	-	-	बार	बार	nmod__adj
3162	21	बार	बार	n	f	sg	3	d	0	0	-	करना	कर	k7t
3162	22	ऐसा	ऐसा	pn	m	sg	any	d	0	0	-	करना	कर	k2
3162	23	करना	कर	v	m	sg	any	-	ना_पड़+या	nA	active	ROOT	ROOT	main
3162	24	पड़ा	पड़	v	m	sg	any	-	या	yA	-	करना	कर	lwg__vaux
3162	25	।	।	punc	-	-	-	-	-	-	-	करना	कर	rsym
3163	1	इस	यह	pn	any	sg	3	o	-	-	-	गतिरोध	गतिरोध	nmod__adj
3163	2	गतिरोध	गतिरोध	n	m	sg	3	o	0_को	0	-	तोड़ने	तोड़	k2
3163	3	को	को	psp	-	-	-	-	-	-	-	गतिरोध	गतिरोध	lwg__psp
3163	4	तोड़ने	तोड़	v	any	any	any	o	ना_के_लिए	nA	-	की	कर	rt
3163	5	के	के	psp	-	-	-	-	-	-	-	तोड़ने	तोड़	lwg__psp
3163	6	लिए	लिए	psp	-	-	-	-	-	-	-	तोड़ने	तोड़	lwg__psp
3163	7	प्रधानमंत्री	प्रधानमंत्री	n	m	sg	3	d	0	0	-	सिंह	सिंह	nmod__adj
3163	8	मनमोहन	मनमोहन	n	m	sg	3	d	0	0	-	सिंह	सिंह	pof__cn
3163	9	सिंह	सिंह	n	any	sg	3	o	0_ने	0	-	की	कर	k1
3163	10	ने	ने	psp	-	-	-	-	-	-	-	सिंह	सिंह	lwg__psp
3163	11	विपक्ष	विपक्ष	n	m	sg	3	o	0_का	0	-	नेता	नेता	r6
3163	12	के	का	psp	m	sg	-	o	-	-	-	विपक्ष	विपक्ष	lwg__psp
3163	13	नेता	नेता	n	m	sg	3	o	0	0	-	आडवाणी	आडवाणी	nmod
3163	14	लालकृष्ण	लालकृष्ण	n	m	sg	3	d	0	0	-	आडवाणी	आडवाणी	pof__cn
3163	15	आडवाणी	आडवाणी	n	any	sg	3	o	0_से	0	-	की	कर	k2
3163	16	से	से	psp	-	-	-	-	-	-	-	आडवाणी	आडवाणी	lwg__psp
3163	17	भी	भी	avy	-	-	-	-	-	-	-	आडवाणी	आडवाणी	lwg__rp
3163	18	मुलाकात	मुलाकात	n	f	sg	3	d	0	0	-	की	कर	pof
3163	19	की	कर	v	f	sg	any	-	या	yA	active	लेकिन	लेकिन	ccof
3163	20	लेकिन	लेकिन	avy	-	-	-	-	-	-	-	ROOT	ROOT	main
3163	21	कोई	कोई	pn	any	sg	3	d	0	0	-	फायदा	फायदा	mod
3163	22	फायदा	फायदा	n	m	sg	3	d	0	0	-	हुआ	हो	k1
3163	23	नहीं	नहीं	avy	-	-	-	-	-	-	-	हुआ	हो	lwg__neg
3163	24	हुआ	हो	v	m	sg	any	-	या	yA	active	लेकिन	लेकिन	ccof
3163	25	।	।	punc	-	-	-	-	-	-	-	लेकिन	लेकिन	rsym
3164	1	विपक्ष	विपक्ष	n	m	sg	3	d	0	0	-	अड़ा	अड़	k1
3164	2	दागी	दागी	adj	any	any	-	o	-	-	-	मंत्रियों	मंत्री	nmod__adj
3164	3	मंत्रियों	मंत्री	n	m	pl	3	o	0_का	0	-	इस्तीफे	इस्तीफा	r6
3164	4	के	का	psp	m	sg	-	o	-	-	-	मंत्रियों	मंत्री	lwg__psp
3164	5	इस्तीफे	इस्तीफा	n	m	sg	3	o	0_पर	0	-	अड़ा	अड़	k7
3164	6	पर	पर	psp	-	-	-	-	-	-	-	इस्तीफे	इस्तीफा	lwg__psp
3164	7	अड़ा	अड़	v	m	sg	3	-	या_हो+या_है	yA	active	ROOT	ROOT	main
3164	8	हुआ	हो	v	m	sg	any	-	या	yA	-	अड़ा	अड़	lwg__vaux
3164	9	है	है	v	any	sg	3	-	है	hE	-	हुआ	हो	lwg__vaux_cont
3164	10	।	।	punc	-	-	-	-	-	-	-	अड़ा	अड़	rsym
3165	1	उनकी	वह	pn	f	sg	3h	o	का	kA	-	मांग	मांग	r6
3165	2	मांग	मांग	n	f	sg	3	d	0	0	-	है	है	k1
3165	3	है	है	v	any	sg	3	-	है	hE	active	ROOT	ROOT	main
3165	4	कि	कि	avy	-	-	-	-	-	-	-	मांग	मांग	rs
3165	5	जब	जब	pn	-	-	-	o	0_तक	-	-	करते	कर	k7t
3165	6	तक	तक	psp	-	-	-	-	-	-	-	जब	जब	lwg__psp
3165	7	प्रधानमंत्री	प्रधानमंत्री	n	m	sg	3	d	0	0	-	करते	कर	k1
3165	8	इस	यह	pn	any	sg	3	o	-	-	-	मुद्दे	मुद्दा	nmod__adj
3165	9	मुद्दे	मुद्दा	n	m	sg	3	o	0_पर	0	-	करते	कर	k7
3165	10	पर	पर	psp	-	-	-	-	-	-	-	मुद्दे	मुद्दा	lwg__psp
3165	11	सरकार	सरकार	n	f	sg	3	o	0_का	0	-	रुख	रुख	r6
3165	12	का	का	psp	m	sg	-	d	-	-	-	सरकार	सरकार	lwg__psp
3165	13	रुख	रुख	n	m	sg	3	d	0	0	-	करते	कर	k2
3165	14	स्पष्ट	स्पष्ट	adj	any	any	-	-	-	-	-	करते	कर	pof
3165	15	नहीं	नहीं	avy	-	-	-	-	-	-	-	करते	कर	lwg__neg
3165	16	,	COMMA	punc	-	-	-	-	-	-	-	करते	कर	rsym
3165	17	सदन	सदन	n	m	sg	3	o	0_का	0	-	कामकाज	कामकाज	r6
3165	18	का	का	psp	m	sg	-	d	-	-	-	सदन	सदन	lwg__psp
3165	19	कामकाज	कामकाज	n	m	sg	3	d	0	0	-	चलने	चल	k1
3165	20	नहीं	नहीं	avy	-	-	-	-	-	-	-	चलने	चल	lwg__neg
3165	21	चलने	चल	v	m	sg	3	-	ना_दे+या_जा+गा	nA	active	कि	कि	ccof
3165	22	दिया	दे	v	m	sg	any	-	या	yA	-	चलने	चल	lwg__vaux
3165	23	जाएगा	जा	v	m	sg	3	-	गा	gA	-	दिया	दे	lwg__vaux_cont
3165	24	।	।	punc	-	-	-	-	-	-	-	है	है	rsym
3166	1	संसदीय	संसदीय	adj	any	any	-	o	-	-	-	कार्यमंत्री	कार्यमंत्री	pof__cn
3166	2	कार्यमंत्री	कार्यमंत्री	n	m	sg	3	d	0	0	-	आजाद	आजाद	nmod__adj
3166	3	गुलाम	गुलाम	n	m	sg	3	d	0	0	-	आजाद	आजाद	pof__cn
3166	4	नबी	नबी	n	m	sg	3	d	0	0	-	आजाद	आजाद	pof__cn
3166	5	आजाद	आजाद	n	m	sg	3	o	0_से	0	-	मिलकर	मिल	k2
3166	6	से	से	psp	-	-	-	-	-	-	-	आजाद	आजाद	lwg__psp
3166	7	मिलकर	मिल	v	any	any	any	-	कर	kara	-	निकले	निकल	vmod
3166	8	निकले	निकल	v	m	sg	3h	-	या	yA	-	मल्होत्रा	मल्होत्रा	nmod__k1inv
3166	9	भाजपा	भाजपा	n	f	sg	3	d	0	0	-	प्रवक्ता	प्रवक्ता	nmod__adj
3166	10	प्रवक्ता	प्रवक्ता	n	m	sg	3	d	0	0	-	मल्होत्रा	मल्होत्रा	nmod__adj
3166	11	वी.	वी.	n	m	sg	3	d	0	0	-	मल्होत्रा	मल्होत्रा	pof__cn
3166	12	के.	के.	n	m	sg	3	d	0	0	-	मल्होत्रा	मल्होत्रा	pof__cn
3166	13	मल्होत्रा	मल्होत्रा	n	m	sg	3	o	0_ने	0	-	कहा	कह	k1
3166	14	ने	ने	psp	-	-	-	-	-	-	-	मल्होत्रा	मल्होत्रा	lwg__psp
3166	15	दोटूक	दोटूक	adj	any	any	-	o	-	-	-	शब्दों	शब्द	nmod__adj
3166	16	शब्दों	शब्द	n	m	pl	3	o	0_में	0	-	कहा	कह	k7
3166	17	में	में	psp	-	-	-	-	-	-	-	शब्दों	शब्द	lwg__psp
3166	18	कहा	कह	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
3166	19	कि	कि	avy	-	-	-	-	-	-	-	कहा	कह	k2
3166	20	इस	यह	pn	any	sg	3	o	-	-	-	संसद	संसद	nmod__adj
3166	21	संसद	संसद	n	m	sg	3	o	0_का	0	-	कार्यवाही	कार्यवाही	r6
3166	22	की	का	psp	f	sg	-	d	-	-	-	संसद	संसद	lwg__psp
3166	23	कार्यवाही	कार्यवाही	n	f	sg	3	d	0	0	-	चलेगी	चल	k1
3166	24	तब	तब	pn	-	-	-	o	0_तक	-	-	चलेगी	चल	k7t
3166	25	तक	तक	psp	-	-	-	-	-	-	-	तब	तब	lwg__psp
3166	26	सुचारु	सुचारु	adj	any	any	-	o	-	-	-	रूप	रूप	nmod__adj
3166	27	रूप	रूप	n	m	sg	3	o	0_से	0	-	चलेगी	चल	adv
3166	28	से	से	psp	-	-	-	-	-	-	-	रूप	रूप	lwg__psp
3166	29	नहीं	नहीं	avy	-	-	-	-	-	-	-	चलेगी	चल	lwg__neg
3166	30	चलेगी	चल	v	f	sg	3	-	गा	gA	active	कि	कि	ccof
3166	31	जब	जब	pn	-	-	-	o	0_तक	-	-	हटा	हट	k7t
3166	32	तक	तक	psp	-	-	-	-	-	-	-	जब	जब	lwg__psp
3166	33	दागी	दागी	adj	any	any	-	d	-	-	-	मंत्री	मंत्री	nmod__adj
3166	34	मंत्री	मंत्री	n	m	pl	3	d	0	0	-	हटा	हट	k1
3166	35	पद	पद	n	m	sg	3	o	0_से	0	-	हटा	हट	k5
3166	36	से	से	psp	-	-	-	-	-	-	-	पद	पद	lwg__psp
3166	37	हटा	हट	v	m	pl	any	-	या_दे+या_जा+ता	yA	active	तब	तब	nmod__relc
3166	38	नहीं	नहीं	avy	-	-	-	-	-	-	-	हटा	हट	lwg__neg
3166	39	दिए	दे	v	m	pl	any	-	या	yA	-	हटा	हट	lwg__vaux
3166	40	जाते	जा	v	m	pl	any	-	ता	wA	-	दिए	दे	lwg__vaux_cont
3166	41	।	।	punc	-	-	-	-	-	-	-	कहा	कह	rsym
3167	1	इसमें	यह	pn	any	sg	3	o	में	meM	-	थे	था	k7
3167	2	रघुनाथ	रघुनाथ	n	m	sg	3	d	0	0	-	झा	झा	pof__cn
3167	3	झा	झा	n	any	sg	3	d	0	0	-	और	और	ccof
3167	4	और	और	avy	-	-	-	-	-	-	-	थे	था	k1
3167	5	रामकृपाल	रामकृपाल	n	m	sg	3	d	0	0	-	यादव	यादव	pof__cn
3167	6	यादव	यादव	n	any	sg	3	d	0	0	-	और	और	ccof
3167	7	प्रमुख	प्रमुख	adj	any	any	-	-	-	-	-	थे	था	k1s
3167	8	थे	था	v	m	pl	any	-	था	WA	active	ROOT	ROOT	main
3167	9	।	।	punc	-	-	-	-	-	-	-	थे	था	rsym
3168	1	इसके	यह	pn	any	sg	3	o	0_बाद	ke	-	उतर	उतर	k7t
3168	2	बाद	बाद	nst	m	sg	3	d	-	-	-	इसके	यह	lwg__psp
3168	3	राजग	राजग	n	m	sg	3	d	0	0	-	सांसद	सांसद	nmod__adj
3168	4	सांसद	सांसद	n	m	pl	3	d	0	0	-	उतर	उतर	k1
3168	5	भी	भी	avy	-	-	-	-	-	-	-	सांसद	सांसद	lwg__rp
3168	6	नारेबाजी	नारेबाजी	n	f	sg	3	o	0_पर	0	-	उतर	उतर	k7
3168	7	पर	पर	psp	-	-	-	-	-	-	-	नारेबाजी	नारेबाजी	lwg__psp
3168	8	उतर	उतर	v	any	pl	any	-	0_आ+या	0	active	ROOT	ROOT	main
3168	9	आए	आ	v	m	pl	any	-	या	yA	-	उतर	उतर	lwg__vaux
3168	10	।	।	punc	-	-	-	-	-	-	-	उतर	उतर	rsym
3169	1	राजग	राजग	n	m	sg	3	d	0	0	-	सांसद	सांसद	nmod__adj
3169	2	सांसद	सांसद	n	m	pl	3	d	0	0	-	लगा	लगा	k1
3169	3	नारे	नारा	n	m	pl	3	d	0	0	-	लगा	लगा	pof
3169	4	लगा	लगा	v	m	pl	any	-	0_रह+या_था	0	active	ROOT	ROOT	main
3169	5	रहे	रह	v	m	pl	any	-	या	yA	-	लगा	लगा	lwg__vaux
3169	6	थे	था	v	m	pl	any	-	था	WA	-	रहे	रह	lwg__vaux_cont
3169	7	-	-	punc	-	-	-	-	-	-	-	लगा	लगा	rsym
3169	8	चारा	चारा	n	m	sg	3	d	0	0	-	चोर	चोर	pof__cn
3169	9	चोर	चोर	n	m	sg	3	d	0	0	-	छोड़	छोड़	rad
3169	10	,	COMMA	punc	-	-	-	-	-	-	-	चोर	चोर	rsym
3169	11	खजाना	खजाना	n	m	sg	3	d	0	0	-	चोर	चोर	pof__cn
3169	12	चोर	चोर	n	m	sg	3	d	0	0	-	छोड़	छोड़	rad
3169	13	,	COMMA	punc	-	-	-	-	-	-	-	चोर	चोर	rsym
3169	14	गद्दी	गद्दी	n	f	sg	3	d	0	0	-	छोड़	छोड़	k2
3169	15	छोड़	छोड़	v	any	any	any	-	0	0	active	लगा	लगा	k2
3169	16	।	।	punc	-	-	-	-	-	-	-	लगा	लगा	rsym
3170	1	भाजपा	भाजपा	n	f	sg	3	o	0_का_ओर_से	0	-	कर	कर	rd
3170	2	की	का	psp	f	sg	-	o	-	-	-	भाजपा	भाजपा	lwg__psp
3170	3	ओर	ओर	nst	f	sg	3	o	-	-	-	भाजपा	भाजपा	lwg__psp
3170	4	से	से	psp	-	-	-	-	-	-	-	ओर	ओर	lwg__psp
3170	5	विरोध	विरोध	n	m	sg	3	o	0_का	0	-	नेतृत्व	नेतृत्व	r6-k2
3170	6	का	का	psp	m	sg	-	d	-	-	-	विरोध	विरोध	lwg__psp
3170	7	नेतृत्व	नेतृत्व	n	m	sg	3	d	0	0	-	कर	कर	pof
3170	8	अशोक	अशोक	n	m	sg	3	d	0	0	-	प्रधान	प्रधान	pof__cn
3170	9	प्रधान	प्रधान	n	any	sg	3	d	0	0	-	और	और	ccof
3170	10	और	और	avy	-	-	-	-	-	-	-	कर	कर	k1
3170	11	सत्यनारायण	सत्यनारायण	n	m	sg	3	d	0	0	-	जटिया	जटिया	pof__cn
3170	12	जटिया	जटिया	n	any	sg	3	d	0	0	-	और	और	ccof
3170	13	कर	कर	v	m	pl	any	-	0_रह+या_था	0	active	ROOT	ROOT	main
3170	14	रहे	रह	v	m	pl	any	-	या	yA	-	कर	कर	lwg__vaux
3170	15	थे	था	v	m	pl	any	-	था	WA	-	रहे	रह	lwg__vaux_cont
3170	16	।	।	punc	-	-	-	-	-	-	-	कर	कर	rsym
3171	1	नारेबाजी	नारेबाजी	n	f	sg	3	o	0_के_दौरान	0	-	कहा	कह	k7t
3171	2	के	के	psp	-	-	-	-	-	-	-	नारेबाजी	नारेबाजी	lwg__psp
3171	3	दौरान	दौरान	nst	m	sg	3	d	-	-	-	नारेबाजी	नारेबाजी	lwg__psp
3171	4	अध्यक्ष	अध्यक्ष	n	m	sg	3	d	0	0	-	चटर्जी	चटर्जी	nmod__adj
3171	5	सोमनाथ	सोमनाथ	n	m	sg	3	d	0	0	-	चटर्जी	चटर्जी	pof__cn
3171	6	चटर्जी	चटर्जी	n	any	sg	3	o	0_ने	0	-	कहा	कह	k1
3171	7	ने	ने	psp	-	-	-	-	-	-	-	चटर्जी	चटर्जी	lwg__psp
3171	8	राजग	राजग	n	m	sg	3	d	0	0	-	सांसदों	सांसद	nmod__adj
3171	9	सांसदों	सांसद	n	m	pl	3	o	0_से	0	-	कहा	कह	k4
3171	10	से	से	psp	-	-	-	-	-	-	-	सांसदों	सांसद	lwg__psp
3171	11	कहा	कह	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
3171	12	कि	कि	avy	-	-	-	-	-	-	-	कहा	कह	k2
3171	13	उन्होंने	वह	pn	any	sg	3h	o	ने	ne	-	दी	दे	k1
3171	14	जार्ज	जार्ज	n	m	sg	3	d	0	0	-	फर्नॉडिस	फर्नॉडिस	pof__cn
3171	15	फर्नॉडिस	फर्नॉडिस	n	any	sg	3	o	0_को	0	-	दी	दे	k2
3171	16	को	को	psp	-	-	-	-	-	-	-	फर्नॉडिस	फर्नॉडिस	lwg__psp
3171	17	बोलने	बोल	v	any	sg	any	o	ना_का	nA	-	अनुमति	अनुमति	r6-k2
3171	18	की	का	psp	f	sg	-	d	-	-	-	बोलने	बोल	lwg__psp
3171	19	अनुमति	अनुमति	n	f	sg	3	d	0	0	-	दी	दे	pof
3171	20	दी	दे	v	f	sg	3	-	या_है	yA	active	कि	कि	ccof
3171	21	है	है	v	any	sg	3	-	है	hE	-	दी	दे	lwg__vaux
3171	22	।	।	punc	-	-	-	-	-	-	-	कहा	कह	rsym
3172	1	लेकिन	लेकिन	avy	-	-	-	-	-	-	-	लेकिन	लेकिन	ccof
3172	2	शोर	शोर	n	m	sg	3	d	0	0	-	शराबा	शराबा	pof__cn
3172	3	शराबा	शराबा	n	m	sg	3	d	0	0	-	रहा	रह	k1
3172	4	जारी	जारी	adj	any	any	-	-	-	-	-	रहा	रह	pof
3172	5	रहा	रह	v	m	sg	any	-	या	yA	active	लेकिन	लेकिन	ccof
3172	6	लेकिन	लेकिन	avy	-	-	-	-	-	-	-	और	और	ccof
3172	7	अध्यक्ष	अध्यक्ष	n	m	sg	3	o	0_ने	0	-	की	कर	k1
3172	8	ने	ने	psp	-	-	-	-	-	-	-	अध्यक्ष	अध्यक्ष	lwg__psp
3172	9	कार्यवाही	कार्यवाही	n	f	sg	3	d	0	0	-	की	कर	k2
3172	10	स्थगित	स्थगित	adj	any	any	-	-	-	-	-	की	कर	pof
3172	11	नहीं	नहीं	avy	-	-	-	-	-	-	-	की	कर	lwg__neg
3172	12	की	कर	v	f	sg	any	-	या	yA	active	लेकिन	लेकिन	ccof
3172	13	और	और	avy	-	-	-	-	-	-	-	ROOT	ROOT	main
3172	14	राष्ट्रपति	राष्ट्रपति	n	m	sg	3	o	0_का	0	-	अभिभाषण	अभिभाषण	r6
3172	15	के	का	psp	m	sg	-	o	-	-	-	राष्ट्रपति	राष्ट्रपति	lwg__psp
3172	16	अभिभाषण	अभिभाषण	n	m	sg	3	o	0_पर	0	-	करवा	करवा	k7
3172	17	पर	पर	psp	-	-	-	-	-	-	-	अभिभाषण	अभिभाषण	lwg__psp
3172	18	चर्चा	चर्चा	n	f	sg	3	d	0	0	-	करवा	करवा	k1
3172	19	शुरू	शुरू	n	m	sg	3	d	0	0	-	करवा	करवा	pof
3172	20	करवा	करवा	v	any	sg	any	-	0_दे+या	0	active	और	और	ccof
3172	21	दी	दे	v	f	sg	any	-	या	yA	-	करवा	करवा	lwg__vaux
3172	22	।	।	punc	-	-	-	-	-	-	-	और	और	rsym
3173	1	कांग्रेस	कांग्रेस	n	f	sg	3	o	0_का_ओर_से	0	-	कर	कर	rd
3173	2	की	का	psp	f	sg	-	o	-	-	-	कांग्रेस	कांग्रेस	lwg__psp
3173	3	ओर	ओर	nst	f	sg	3	o	-	-	-	कांग्रेस	कांग्रेस	lwg__psp
3173	4	से	से	psp	-	-	-	-	-	-	-	ओर	ओर	lwg__psp
3173	5	पवन	पवन	n	m	sg	3	d	0	0	-	बंसल	बंसल	pof__cn
